Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
268	268	268	268	added 16112020	Hess			1022	102200	1	r_food_rs_1.js1	4/19/2013	Wistar	Wistar	Male	0-2	47	250-300	268	carles river			resting-state	isoflurane		isoflurane	1.2	air	20.0	20	free-breathing	60.0	60			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						53.53012845000001																									
269	269	269	269	added 16112020	Hess			1022	102201	1	r_food_rs_5.js1	4/19/2013	Wistar	Wistar	Male	0-2	47	200-250	249	carles river			resting-state	isoflurane		isoflurane	1.3	air	20.0	20	free-breathing	70.0	65			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						49.421288	0.3731166442589284	0.0857127779256548	0.2163590803855893	0.2087881897827323		0.2712510403497348	0.0935358274230343	0.1751320864698113	0.1352258070405619		0.3513252674530369	0.0957755957469224	0.2146230958200727	0.2105490289689384		0.799133545029502	0.6887145795268329	0.7794410618356781	0.8448685026869166		0.7892364334771984	0.687504042663988	0.7721251064781951	0.8404571492601323	
270	270	270	270	added 16112020	Hess			1022	102202	1	r_food_rs_7.js1	4/19/2013	Wistar	Wistar	Male	0-2	47	200-250	248	carles river			resting-state	isoflurane		isoflurane	1.1	air	20.0	20	free-breathing	70.0	73			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						46.60357008	0.3881374086156987	0.1176695113694138	0.2125513081555706	0.0670631997848954		0.3023346267792557	0.1628271211057234	0.1385885407747189	0.0527028549702134		0.3317906472076305	0.0587611302476335	0.0780288864758997	-0.0164570629251164		0.885654079651006	0.795201825064057	0.8570943761444235	0.8651633005480021		0.8771024453998166	0.7432323145257738	0.8483062120608329	0.8273204707669213	
271	271	271	271	added 16112020	Hess			1022	102203	1	r_food_rs_15_1.kt1	6/21/2013	Wistar	Wistar	Male	0-2	49	250-300	258	carles river			resting-state	isoflurane		isoflurane	1.1	air	20.0	20	free-breathing	60.0	60			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						54.806642765	0.3880861174586744	0.2241840354714242	0.3268846117180571	0.2006534572971224		0.2599414744900312	0.1961619710816493	0.2365993175973042	0.1830002950472934		0.552666192843093	0.3545879331175711	0.4056610198218926	0.2311564952594813		0.7915061331789628	0.7345687516819739	0.7997384862352805	0.8141029408791117		0.7834460219959122	0.7243983765795315	0.7917619431132494	0.8092802849170416	
272	272	272	272	added 16112020	Hess			1022	102204	1	r_food_rs_16_1.kt1	6/21/2013	Wistar	Wistar	Male	0-2	49	250-300	266	carles river			resting-state	isoflurane		isoflurane	1.3	air	20.0	20	free-breathing	70.0	68			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						50.6695158	0.200946296267053	0.2257945795466852	0.1909941508919198	-0.2199450995254453		0.1159190585811029	0.1437472622691575	0.1222551862975363	-0.087702266008967		0.2272949432515758	0.2611595892227163	0.174171424395044	-0.228702838629764		0.8192722815186626	0.8803225509984692	0.8813721298457053	0.886185822022429		0.8121678644082535	0.8630018863423203	0.8717803962496208	0.8734649830245179	
273	273	273	273	added 16112020	Hess			1022	102205	1	r_food_rs_18_1.kt1	6/21/2013	Wistar	Wistar	Male	0-2	49	250-300	267	carles river			resting-state	isoflurane		isoflurane	1.2	air	20.0	20	free-breathing	70.0	65			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						50.224449915	0.0944254912774292	0.2833437872296209	0.2973145587157603	-0.0905202502407224		0.1225527595164025	0.2459752129843761	0.1466259353302258	-0.03810622477173		0.1041638143226578	0.3405463900305394	0.3201025539689741	-0.076186845463751		0.831784300551316	0.9266262660775184	0.8973396880571974	0.8455489846579556		0.8289704065089716	0.916765058087962	0.8848424654629516	0.7957231094922157	
274	274	274	274	added 16112020	Hess			1022	102206	1	r_food_rs_23_1.kw1	6/24/2013	Wistar	Wistar	Male	0-2	52	250-300	254	carles river			resting-state	isoflurane		isoflurane	1.4	air	20.0	20	free-breathing	70.0	65			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						50.034947625	0.1085687313256373	0.1194312020991216	0.2151811928504996	0.0295123589465743		0.069093718944643	0.1880191128178018	0.1238718944555367	0.0433950665027376		0.0652891417984048	0.1371985313036537	0.2643030046749017	0.0579054290867041		0.8362061770990167	0.9640768801959978	0.9116286783241156	0.8937933606190287		0.8275398775071884	0.9588767305117925	0.9097301710003208	0.8806933914840224	
275	275	275	275	added 16112020	Hess			1022	102207	1	r_food_rs_24_1.kw1	6/24/2013	Wistar	Wistar	Male	0-2	52	250-300	293	carles river			resting-state	isoflurane		isoflurane	1.2	air	20.0	20	free-breathing	70.0	70			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						53.566800345	0.0635166110149991	0.1445354455479747	0.105908729577292	-0.0619604782286333		0.055637581852109	0.1081258180521558	0.0458400080485221	-0.0335157346606064		0.0767899803951184	0.1497988897571937	0.1057931734513066	-0.0639245006322883		0.8568878908463354	0.928169145830097	0.8826492173947821	0.8842956141871683		0.8545255086816771	0.8789995263695075	0.874716772593357	0.8511657292995687	
276	276	276	276	added 16112020	Hess			1022	102208	1	r_food_rs_25_1.kw1	6/24/2013	Wistar	Wistar	Male	0-2	52	250-300	284	carles river			resting-state	isoflurane		isoflurane	1.4	air	20.0	20	free-breathing	70.0	68			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						52.929525815000005	0.3407799823472981	0.2443234644053299	0.4097336384936096	0.1569768334454528		0.2941400349680446	0.1678410569930544	0.2876874704089308	0.1007874897737219		0.5027892722446874	0.2408879599717538	0.4276785949492244	0.1811370828004647		0.8444962176381795	0.8788823136203779	0.8691009312477728	0.8641920000533921		0.8279899175150858	0.8599548303876311	0.8555056465175854	0.823199340408978	
277	277	277	277	added 16112020	Hess			1022	102209	1	r_food_rs_30_1.kw1	6/24/2013	Wistar	Wistar	Male	0-2	52	250-300	294	carles river			resting-state	isoflurane		isoflurane	1.3	air	20.0	20	free-breathing	70.0	72			22			Bruker	Advance III	4.7			E7-RS/ E8-Ana	RARE	T2	3.0		GE-EPI	2.0	0.0254		0,391x0,391	22.0	1.0	0.0	300.0					no		EPI, JG: missing GE, assuming GE						51.622727645	0.2082797526135777	0.1543105308040305	0.1341048498891744	0.0717272611144426		0.1074046849921741	0.2002143866802429	0.1537805219651073	0.0903567034052971		0.1983038087517733	0.3408428966947515	0.092647475685042	0.1005536275370809		0.8345588079156416	0.928556497851031	0.8646333362254534	0.90204655054318		0.8324389227496665	0.9282400754456654	0.8583230750998427	0.9015119125646852	
278	278	278	278	added 16112020	Upenn			1023	102300	1	rat011	18/08/2015	Long Evans	Long Evans	Male	2-4	65			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							25.218175325	0.244881801951051	0.2947330931021431	0.4711158727390231	0.195766955533068		0.1305087119687867	0.2557503300545696	0.340523202785095	0.0831410694403301		0.2728690976082273	0.2881875906112183	0.4862531056816245	0.287533994173408		0.197938181387324	0.2751948326479179	0.2811690281482019	-0.0783952251135813		0.1862539607640843	0.2731940104991835	0.2777660462849306	-0.1018248885040121	
279	279	279	279	added 16112020	Upenn			1023	102301	1	rat012	29/04/2018	Long Evans	Long Evans	Male	2-4	65	250-300	285	charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							27.383356215	0.2329225285779484	0.5216363124076702	0.432909552124719	0.2661675452094394		0.1771545944974998	0.4233999820594721	0.2779623093544567	0.1790430503006602		0.2414698263776452	0.4088706807368991	0.4597147752107786	0.3646340097500439		-0.0021524313944241	0.6016508642948487	0.2810194419973343	0.0521485448758732		0.0080965907492876	0.6110273335400007	0.2816632662495983	0.0850371368211951	
280	280	280	280	added 16112020	Upenn	yes	epi2anat	1023	102302	1	rat013	18/08/2015	Long Evans	Long Evans	Male	2-4	65			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							6.2704287255	-0.154062076817313	-0.000746082621085	0.2279711151188664	0.061552749569644		-0.075639309763555	0.0305629770024642	0.1217572481818676	0.0493780264737412		-0.1529300243468702	0.0035923324443317	0.2439853169925847	0.0438952986083287		0.0099483982436595	0.0083376294622055	0.1617536765876411	-0.0029021184183647		0.0033896312116866	0.018819118417317	0.1550769791737128	-0.0100198336179798	
281	281	281	281	added 16112020	Upenn	yes	epi2anat	1023	102303	1	rat044	18/07/2016	Long Evans	Long Evans	Male	2-4	76			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							16.97281863	0.183546920905342	-0.068106930693823	0.0292342616352947	-0.1163827364776875		0.0633636002774658	0.0612629484936773	0.0419464542019934	-0.0717792034480751		0.1584919038598566	-0.0791063650933331	0.0273922354224863	-0.1074081948870483		0.2137514206901265	0.3915707960475538	0.2820947244799693	0.0528087831256123		0.2276981246420264	0.358034662466099	0.3012527506757186	-0.0083890736410184	
282	282	282	282	added 16112020	Upenn	yes	epi2anat	1023	102304	1	rat055	30/01/2017	Long Evans	Long Evans	Male	2-4	74			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							4.269675784	0.212792246441097	0.2560513219546518	-0.0510761239332743	-0.114634707432053		0.1751058472454834	0.2168654452405906	-0.0642483099241093	-0.0369412493045906		0.1689941484059275	0.265449991458514	0.0547506448305135	-0.1369783490781332		0.0598270346070917	0.270941433011066	-0.0280368646076635	0.073314564555806		0.0475010315333841	0.2818463913905512	-0.0338768877035975	0.1239097013546861	
283	283	283	283	added 16112020	Upenn			1023	102305	1	rat057	30/01/2017	Long Evans	Long Evans	Male	2-4	74			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							22.93990077	0.3724897804097193	0.5454956597059932	0.2540170497883174	0.0462703845767159		0.2462073276881412	0.4072420941179702	0.2341769182153161	0.0075842893714167		0.3469736491430724	0.4956206707075293	0.2491613606136314	0.0053341575304794		0.1280349673136957	0.5166066267658798	0.4014308112444078	-0.1137651324540222		0.1064967186062835	0.5194679191504805	0.3411386429444178	-0.1417819253550487	
284	284	284	284	added 16112020	Upenn	yes	epi2anat	1023	102306	1	rat058	30/01/2017	Long Evans	Long Evans	Male	2-4	74			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							6.054423455	-0.0238272834291554	0.0552592037795845	0.2127050225461703	0.0733319423139478		-0.0009617455990967	0.0110217070838097	0.0972543714643783	0.0481640708536312		-0.036601771013621	0.0052362183882836	0.29261691977979	0.1821479917306617		-0.0322270324193746	-0.1554330748965422	0.1272170840805889	0.1089560231210701		-0.1544301226181763	0.1140439223920216	0.0921820930636268	0.1624718023137495	
285	285	285	285	added 16112020	Upenn			1023	102307	1	rat062	24/04/2017	Long Evans	Long Evans	Male	2-4	78			charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							17.90998754	0.2935693220597862	0.5483367881878607	0.3973390537504925	0.3800321222185093		0.2275564106822365	0.4071386535028776	0.2585725576255291	0.196913342187948		0.3437364320977633	0.3519689897224427	0.2608645828177219	0.2218405629807478		0.2866424083781497	0.321434685563058	0.240268481206777	0.2810556544298796		0.2603042145907491	0.3413893660141706	0.2214012561978929	0.2262435953985885	
286	286	286	286	added 16112020	Upenn			1023	102308	1	rat090	26/05/2018	Long Evans	Long Evans	Male	2-4	64	250-300	271	charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	2400.0	1	mapshim		325500	yes	LR							26.813037765	0.1593687041422062	0.3461679598641303	0.3898143632536616	0.1990811267356003		0.1069426563743081	0.3147188956459563	0.2828189812317929	0.1562401995037041		0.1654745530514921	0.302990712095144	0.319747646217763	0.2239114335408099		0.1545727053242761	0.4290368021258945	0.2762604859416899	0.2004319457149656		0.152542971771873	0.4764237570669263	0.2868224522564142	0.1995864767648779	
287	287	287	287	added 16112020	Upenn			1023	102309	1	rat102	08/12/2018	Long Evans	Long Evans	Male	2-4	71	350-400	360	charles river			resting-state	awake		awake													Bruker	paravision 6.0.1	7.0	T/R for single	RT-volume		turboRARE	T1	1.5	0.008	GE-EPI	1.0	0.015	60.0	0.5X0.5	20.0	1.0	0.0	1800.0	1	mapshim		325500	yes	LR							21.07243485	0.1316601322831165	0.1542858326888819	0.0141848693939625	-0.0665005644876713		0.1174906664120634	0.0849938850042988	0.0094040133833047	-0.0048495201349973		0.1203157556800027	0.1286716714766062	-0.0075021893153652	-0.0643579339992034		0.1151290267606767	0.2219797910523269	0.1513148079481135	0.109931489069226		0.1027552896510647	0.231487324891716	0.1301961952544807	0.0799719832672571	
288	288	288	288	added 16112020	Akira			1024	102400	1	1	2020-08-25	Fischer 344	F344/DuCrlCrlj	Male	2-4	72	200-250	224	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:20:58 AM	free-breathing	50.0	51.30332681			33.35949119		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							58.68806366	0.2565565021419256	-0.1444922236499435	-0.0905130182361298	0.015790738082934		0.1946293187974619	-0.039100074950032	0.125203106590652	-0.1960671167445304		0.2266313556112393	-0.1469851166350175	-0.0664046374773805	-0.0443161583782089		0.7621006762285424	0.7325714175072326	0.7785706419154029	0.6393586552007539		0.7607124803802485	0.7191791231013072	0.7471362422865191	0.6398730043311239	
289	289	289	289	added 16112020	Akira			1024	102401	1	2	2020-08-28	Fischer 344	F344/DuCrlCrlj	Male	2-4	75	200-250	232	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:20:45 AM	free-breathing	50.0	53.61442786			32.87985075		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							59.49643382	0.4707250722065254	0.6151844562660777	0.311279956272638	0.0165955884156413		0.367709390181285	0.3707672977392836	0.2185925449716528	0.0268655009107988		0.4953978530336212	0.5975758963957931	0.302937001562972	0.0474694179782763		0.737152897320407	0.8207337669261447	0.7435896494984108	0.6585099364392415		0.7354509764439406	0.8260966012284279	0.7406192417862586	0.6581139008817147	
290	290	290	290	added 16112020	Akira			1024	102402	1	3	2020-09-01	Fischer 344	F344/DuCrlCrlj	Male	2-4	78	200-250	228	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:20:40 AM	free-breathing	50.0	53.37694704			32.7		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							57.85889042	0.1310464493479344	0.1281007707541229	0.274065570630005	-0.1897491807745108		0.0951173388255104	0.2073707268605523	0.296921007086107	-0.032503296362539		0.1393059616352747	0.1542007999328381	0.2675348618826463	-0.1611745221019715		0.6243378921434269	0.6929613397479422	0.7681012935062739	0.3839853088313852		0.6016983321126461	0.6899740753265351	0.7639758602499604	0.3579300154361763	
291	291	291	291	added 16112020	Akira			1024	102403	1	4	2020-09-02	Fischer 344	F344/DuCrlCrlj	Male	0-2	57	200-250	227	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:22:06 AM	free-breathing	50.0	48.75873016			30.8		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							56.76699743	0.3157513839403756	0.472767901518981	0.5499506731894444	0.1048741109346942		0.2484235508016709	0.3978134241978234	0.3691420581642935	0.0713090562940699		0.325445764498248	0.4585889684606009	0.5585022964191309	0.1232094969945308		0.712471875792273	0.8154908460852773	0.7978594208387888	0.6944647960835431		0.704553909813558	0.8175231668113525	0.7952131925089803	0.6823154950456072	
292	292	292	292	added 16112020	Akira			1024	102404	1	5	2020-09-06	Fischer 344	F344/DuCrlCrlj	Male	0-2	58	200-250	219	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:27:38 AM	free-breathing	50.0	50.71731449			33.19893993		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							61.312543335	0.075730897939567	0.3049444619517998	0.1675673184783053	-0.1157341175974367		0.0322941781079907	0.3677884389229915	0.2695473292587115	-0.1158817839125011		0.091616891847231	0.322822712039823	0.1730475431866154	-0.12470745687554		0.6978997377072078	0.8124530641842187	0.7427338651755953	0.8066946068798012		0.6967387532298625	0.8106552755014408	0.7412930752331109	0.8014534381895324	
293	293	293	293	added 16112020	Akira			1024	102405	1	6	2020-09-07	Fischer 344	F344/DuCrlCrlj	Male	0-2	58	200-250	216	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:30:09 AM	free-breathing	60.0	57.54786151			31.74989817		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							60.05647827	0.3762298727894023	0.2881222457091407	0.3627241997384063	0.1975668254105457		0.2401805685763464	0.2122035114490333	0.3090122942506178	0.138981761895439		0.359908976053532	0.3200001806478958	0.323684042165749	0.1405478232664027		0.662920307020744	0.8573759095943096	0.7734773143222142	0.7432868313810743		0.6542250346946995	0.8553288183836019	0.7647133504169474	0.7334238013732377	
294	294	294	294	added 16112020	Akira			1024	102406	1	7	2020-09-08	Fischer 344	F344/DuCrlCrlj	Male	2-4	64	200-250	224	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:21:05 AM	free-breathing	50.0	51.35167464			32.69282297		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							53.161288855	0.13615820765625	0.1610699809757908	0.1591606818548771	-0.0875602880859775		0.1127992821837192	0.0766249007959045	0.0547045773397279	-0.0625359111566715		0.1539829187484923	0.133586352825125	0.1566432976011173	-0.0830445462764045		0.4574208864233893	0.6971448234569272	0.6758085126001918	0.5089697298108112		0.4458527301948266	0.7107792922750353	0.6872918344225466	0.4527925178253431	
295	295	295	295	added 16112020	Akira			1024	102407	1	8	2020-09-09	Fischer 344	F344/DuCrlCrlj	Male	2-4	64	200-250	237	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:30:20 AM	free-breathing	50.0	49.90974729			32.2		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							52.648669115	0.3754005614589508	0.3100210699414263	0.5075815174191368	0.1917998538455379		0.2003796843711331	0.3177253755082778	0.3436387468007689	0.0041832524498784		0.3997432130739889	0.3461454183514327	0.516873910487882	0.1937327604459569		0.7135454443298757	0.7935810745954259	0.7829864735002064	0.6487818318386652		0.7109824015810814	0.776590000177378	0.7597225290007364	0.6193449140123227	
296	296	296	296	added 16112020	Akira			1024	102408	1	9	2020-09-10	Fischer 344	F344/DuCrlCrlj	Male	2-4	65	200-250	240	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:21:28 AM	free-breathing	50.0	52.88946015			33.19845758		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							55.55578165	0.093845110997856	0.2189697667604118	-0.009738172253437	0.0368453866813876		0.0077469199480309	0.2718989127819178	0.0752490575462526	0.1822116955831454		0.0961277979015487	0.2131898618805748	-0.0778036902206206	0.0196382483291173		0.5291451552611423	0.6014093764623222	0.6581316181200552	0.5494794698525836		0.519727695314503	0.6042542297461403	0.648416661403961	0.5479193686675793	
297	297	297	297	added 16112020	Akira			1024	102409	1	10	2020-09-11	Fischer 344	F344/DuCrlCrlj	Male	2-4	65	200-250	237	Charles River Laboratories Japan	in-house breeding		resting-state	isoflurane	5	isoflurane / medetomidine	0.75 / 0.04 			1:27:56 AM	free-breathing	60.0	59.09169054			32.40229226		JG: converted dexmed to med	Bruker	Advance III	7.0	Tx/Rx separate	RT-sigle loop		RARE	T2	2.5	0.03	GE-EPI	1.0	0.015	90.0	35/64 mm	25.0	1.0	0.0	500.0	1	mapshim	1st & 2nd	200000	no	LR							68.68183787	0.2494587843172251	-0.0394511387800761	0.2123068164358013	-0.18484564130773		0.1653168109926232	0.1274931150954336	0.1380911423565899	-0.2514319028594485		0.2420758204102555	-0.0445911740073435	0.231349280400928	-0.2330611697270582		0.5963206009988533	0.7118247300043471	0.7550541131776458	0.5303396198926899		0.593579359381718	0.7156404375866153	0.749680717071759	0.52782858551019	
298	298	298	298	added 16112020	YuMPI			1025	102500	1	Rat1_Trial_24	5102018	Sprague Dawley	Sprague-Dawley	Male	2-4	more than 70 days (up to 154)	500-550	300 – 600 g	Charles River Laboratories	Charles River Laboratories		resting-state	isoflurane	2	alpha-chloralose	25		60.0	60	ventilated	60.0	60			37	40 mmHg		Bruker	AVANCE III	14.1	single TxRx coil	RT-single loop		RARE	T2	4.0	0.0361	GE-EPI	1.0	0.0125	15.0	0.4x0.4mm	32.0	0.6	0.0	925.0	1	mapshim	1st & 2nd	267857	yes	LR	3D GRE-EPI						18.57151917	0.1720854143652802	0.0611804521319263	-0.0034561653039651	-0.0559589123557765		0.1439740355979663	0.0148689540189113	-0.0035721953152118	-0.0017673693078906		0.1720854143652802	0.0611804521319263	-0.0034561653039651	-0.0559589123557765		0.1782265786747766	-0.3833965790209482	0.1637059077650794	0.0323719560925895		0.1471490290544	-0.3861385368687975	0.1245636395846669	-0.0016822446369879	
