jg.note	rat.owner	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.gender	rat.age	rat.weight	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.post.induction.time	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.heart.rate	anesthesia.temperature	anesthesia.pCO2	anesthesia.comment	MRI.vendor	MRI.console	MRI.field.strength	MRI.coil.setup	MRI.coil.design	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor	func.shim	func.shim.order	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.design	func.sebnsory.comment					
added 04092063	Febo	01008	100806	1	20191108_105944_ASI_Rat3_Naive_1_1_nifti	20191108	Long Evans	Male			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092064	Febo	01008	100807	1	20191108_120655_ASI_Rat4_Naive_1_1_nifti	20191108	Long Evans	Male			Charles River	Charles River	None	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092065	Febo	01008	100808	1	20191108_131927_ASI_Rat5_Naive_1_1_nifti	20191108	Long Evans	Male			Charles River	Charles River	Anatomical and functional misoroiented. Need to realign.	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092066	Febo	01008	100809	1	20191108_142324_ASI_Rat6_Naive_1_1_nifti	20191108	Long Evans	Male			Charles River	Charles River	Anatomical and functional misoroiented. Need to realign.	resting state fMRI	Isoflurane+dexmed SQ Injection	3-4% Isoflurane	Isoflurane+demedetomidine	1% Iso + 0.025 dexmed	50 minutes	none	45-65 bpm	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1 Tesla	Surface quadrature coil	Quadrature surface; transmit/receive		TurboRARE	T2	4000 ms	41 ms	Spin echo EPI	2	15 ms	n/a	64x48	25	0.9 mm	0	24 x 18 mm	n/a	?	?	250kHz	Yes	?	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection	None	None	n/a	n/a					
added 04092066	OlliGrohn	01009	100900	1	11	16.05.2017	Wistar	F	70	181	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	65	Free-breathing	133	330	36.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092067	OlliGrohn	01009	100901	1	12	16.05.2017	Wistar	F	70	180	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	49	Free-breathing	87	330	37.5	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092068	OlliGrohn	01009	100902	1	13	16.05.2017	Wistar	F	70	188	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	47	Free-breathing	109	330	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092069	OlliGrohn	01009	100903	1	14	16.05.2017	Wistar	F	70	167	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	44	Free-breathing	111	395	37.7	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092070	OlliGrohn	01009	100904	1	15	09.06.2017	Wistar	F	56	170	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	64	Free-breathing	109	339	37.5	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092071	OlliGrohn	01009	100905	1	16	09.06.2017	Wistar	F	56	163	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	48	Free-breathing	90	347	37.7	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092072	OlliGrohn	01009	100906	1	17	12.07.2017	Wistar	F	91	209	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	49	Free-breathing	145	308	37.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092073	OlliGrohn	01009	100907	1	18	13.07.2017	Wistar	F	91	240	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	41	Free-breathing	113	416	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092074	OlliGrohn	01009	100908	1	19	13.07.2017	Wistar	F	91	197	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	42	Free-breathing	103	298	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092075	OlliGrohn	01009	100909	1	20	13.07.2017	Wistar	F	91	221	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	40	Free-breathing	115	397	36.8	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092076	OlliGrohn	01010	101000	1	1	26.04.2017	Wistar	M	84	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	68	Free-breathing	104	414	37.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092077	OlliGrohn	01010	101001	1	2	26.04.2017	Wistar	M	84	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	59	Free-breathing	109	303	37.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092078	OlliGrohn	01010	101002	1	3	28.04.2017	Wistar	M	84	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	96	Free-breathing	116	359	35.4	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092079	OlliGrohn	01010	101003	1	4	14.06.2017	Wistar	M	84	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	58	Free-breathing	91	337	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092080	OlliGrohn	01010	101004	1	5	14.06.2017	Wistar	M	84	329	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	69	Free-breathing	93	323	36.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092081	OlliGrohn	01010	101005	1	6	14.06.2017	Wistar	M	84	330	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	61	Free-breathing	101	353	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092082	OlliGrohn	01010	101006	1	7	11.07.2017	Wistar	M	84	297	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	45	Free-breathing	99	375	36.8	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092083	OlliGrohn	01010	101007	1	8	11.07.2017	Wistar	M	84	300	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	44	Free-breathing	111	368	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092084	OlliGrohn	01010	101008	1	9	11.07.2017	Wistar	M	84	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	50	Free-breathing	122	280	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092085	OlliGrohn	01010	101009	1	10	12.07.2017	Wistar	M	84	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	51	Free-breathing	126	373	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	GE-EPI	1	0.018	60	0.5X0.5	15	0.9	0	1200		Mapshim	2nd	200 kHz	yes											
added 04092086	OlliGrohn	01011	1011000	1	11	16.05.2017	Wistar	F	70	181	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	45	Free-breathing	133	330	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092087	OlliGrohn	01011	1011001	1	12	16.05.2017	Wistar	F	70	180	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	29	Free-breathing	94	330	37.5	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092088	OlliGrohn	01011	1011002	1	13	16.05.2017	Wistar	F	70	188	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	26	Free-breathing	125	315	36.8	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092089	OlliGrohn	01011	1011003	1	14	16.05.2017	Wistar	F	70	167	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	24	Free-breathing	113	375	37.9	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092090	OlliGrohn	01011	1011004	1	15	09.06.2017	Wistar	F	56	170	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	44	Free-breathing	118	354	37.7	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092091	OlliGrohn	01011	1011005	1	16	09.06.2017	Wistar	F	56	163	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	27	Free-breathing	101	364	37.5	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092092	OlliGrohn	01011	1011006	1	17	12.07.2017	Wistar	F	91	209	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	29	Free-breathing	144	323	37.4	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092093	OlliGrohn	01011	1011007	1	18	13.07.2017	Wistar	F	91	240	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	20	Free-breathing	142	n/a	37.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092094	OlliGrohn	01011	1011008	1	19	13.07.2017	Wistar	F	91	197	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	21	Free-breathing	109	296	37.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092095	OlliGrohn	01011	1011009	1	20	13.07.2017	Wistar	F	91	221	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	19	Free-breathing	123	345	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092096	OlliGrohn	01012	1012000	1	1	26.04.2017	Wistar	M	84	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	47	Free-breathing	126	429	37.5	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092097	OlliGrohn	01012	1012001	1	2	26.04.2017	Wistar	M	84	336	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	38	Free-breathing	118	333	37.7	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092098	OlliGrohn	01012	1012002	1	3	28.04.2017	Wistar	M	84	340	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	75	Free-breathing	128	357	34.8	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092099	OlliGrohn	01012	1012003	1	4	14.06.2017	Wistar	M	84	320	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	38	Free-breathing	94	n/a	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092100	OlliGrohn	01012	1012004	1	5	14.06.2017	Wistar	M	84	329	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	49	Free-breathing	106	n/a	36	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092101	OlliGrohn	01012	1012005	1	6	14.06.2017	Wistar	M	84	330	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	41	Free-breathing	117	368	37.1	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092102	OlliGrohn	01012	1012006	1	7	11.07.2017	Wistar	M	84	297	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	25	Free-breathing	105	n/a	36.3	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092103	OlliGrohn	01012	1012007	1	8	11.07.2017	Wistar	M	84	300	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	23	Free-breathing	116	390	37	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092104	OlliGrohn	01012	1012008	1	9	11.07.2017	Wistar	M	84	294	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	30	Free-breathing	114	300	36.6	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092105	OlliGrohn	01012	1012009	1	10	12.07.2017	Wistar	M	84	278	Kuopio Laboratory Animal Centre, Kuopio, Finland	RccHan:WIST	-	Resting-state	Urethane	1250-1500 mg/kg, i.p.	Urethane	1250-1500 mg/kg, i.p.	30	Free-breathing	114	358	36.8	-	-	Bruker	Avance III	7	T+R	RT-volume trans + RT-quadrature rec	-	TurboRARE	T2	4	0.04	SE-EPI	2	0.045	90	0.5X0.5	17	0.9	0	600		Mapshim	2nd	200 kHz	yes											
added 04092105	Nikko	01013	1013000	1	sub-01	20.02.2017	Wistar	F	3 - 10 months	290	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	224	free-breathing	75.22	236.79	36.33		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
added 04092106	Nikko	01013	1013001	1	sub-02	22.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	173	free-breathing	71.91	269.76	36.25		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	381 kHz	no	LR										
added 04092107	Nikko	01013	1013002	1	sub-03	23.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	179	free-breathing	48.89	216.01	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
added 04092108	Nikko	01013	1013003	1	sub-04	24.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	194	free-breathing	80.89	230.71	36.77		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	382 kHz	no	LR										
added 04092109	Nikko	01013	1013004	1	sub-05	27.02.2017	Wistar	F	3 - 10 months	360	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	179	free-breathing	73.66	228.71	37		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
added 04092110	Nikko	01013	1013005	1	sub-13	18.01.2018	Wistar	F	3 - 10 months	420	Charles Rivers		exact age unknown	resting-state	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	92	free-breathing	109.46	249.78	36.37		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR										
